日期,星期,最高温度,最低温度,天气,风向,城市
2022-09-05, 星期一 ,20℃,12℃,多云,东风 2级,宜春
2022-09-06, 星期二 ,11℃,9℃,中雨,西风 2级,宜春
2022-09-07, 星期三 ,19℃,9℃,多云,西风 4级,宜春
2022-09-08, 星期四 ,23℃,9℃,小雨,西南风 3级,宜春
2022-09-09, 星期五 ,24℃,9℃,雾,西南风 2级,宜春
2022-09-10, 星期六 ,27℃,10℃,晴,东南风 2级,宜春
2022-09-11, 星期日 ,28℃,14℃,多云,南风 1级,宜春
2022-09-12, 星期一 ,27℃,9℃,多云,西南风 4级,宜春
2022-09-13, 星期二 ,20℃,7℃,晴,西北风 2级,宜春
2022-09-14, 星期三 ,25℃,6℃,多云,南风 1级,宜春
2022-09-15, 星期四 ,22℃,10℃,雾,东南风 1级,宜春
2022-09-16, 星期五 ,23℃,11℃,多云,东南风 2级,宜春
2022-09-17, 星期六 ,16℃,12℃,小雨,东南风 2级,宜春
2022-09-18, 星期日 ,18℃,6℃,多云,西风 3级,宜春
2022-09-19, 星期一 ,9℃,2℃,多云,西北风 3级,宜春
2022-09-20, 星期二 ,14℃,5℃,晴,西南风 1级,宜春
2022-09-21, 星期三 ,21℃,9℃,晴,南风 2级,宜春
2022-09-22, 星期四 ,22℃,11℃,多云,南风 2级,宜春
2022-09-23, 星期五 ,16℃,10℃,小雨,东南风 1级,宜春
2022-09-24, 星期六 ,15℃,7℃,多云,西风 2级,宜春
2022-09-25, 星期日 ,24℃,6℃,晴,南风 2级,宜春
2022-09-26, 星期一 ,16℃,2℃,晴,西南风 1级,宜春
2022-09-27, 星期二 ,23℃,11℃,多云,西南风 2级,宜春
2022-09-28, 星期三 ,18℃,2℃,多云,东风 1级,宜春
2022-09-29, 星期四 ,16℃,5℃,多云,东南风 3级,宜春
2022-09-30, 星期五 ,16℃,3℃,大雨,北风 1级,宜春
2022-10-01, 星期六 ,14℃,6℃,晴,北风 2级,宜春
2022-10-02, 星期日 ,17℃,4℃,雾,西北风 2级,宜春
2022-10-03, 星期一 ,4℃,-5℃,雨夹雪,西北风 2级,宜春
2022-10-04, 星期二 ,4℃,-4℃,晴,西风 3级,宜春
2022-10-05, 星期三 ,6℃,-3℃,多云,南风 1级,宜春
2022-10-06, 星期四 ,9℃,-4℃,晴,西南风 1级,宜春
2022-10-07, 星期五 ,10℃,-5℃,晴,南风 2级,宜春
2022-10-08, 星期六 ,11℃,-2℃,多云,东风 1级,宜春
2022-10-09, 星期日 ,4℃,1℃,小雨,东北风 2级,宜春
2022-10-10, 星期一 ,12℃,-3℃,多云,北风 2级,宜春
2022-10-11, 星期二 ,13℃,-3℃,晴,西风 2级,宜春
2022-10-12, 星期三 ,16℃,1℃,多云,南风 2级,宜春
2022-10-13, 星期四 ,17℃,-1℃,晴,东南风 2级,宜春
2022-10-14, 星期五 ,16℃,1℃,雾,南风 1级,宜春
2022-10-15, 星期六 ,15℃,-1℃,多云,西风 3级,宜春
2022-10-16, 星期日 ,8℃,-2℃,多云,北风 2级,宜春
2022-10-17, 星期一 ,5℃,-3℃,雨夹雪,南风 2级,宜春
2022-10-18, 星期二 ,7℃,-3℃,晴,东风 2级,宜春
2022-10-19, 星期三 ,11℃,-3℃,晴,西南风 2级,宜春
2022-10-20, 星期四 ,13℃,1℃,多云,西南风 1级,宜春
2022-10-21, 星期五 ,4℃,-1℃,小雨,北风 2级,宜春
2022-10-22, 星期六 ,6℃,-6℃,晴,西风 2级,宜春
2022-10-23, 星期日 ,7℃,-6℃,多云,西风 1级,宜春
2022-10-24, 星期一 ,9℃,-4℃,晴,西风 3级,宜春
2022-10-25, 星期二 ,12℃,0℃,晴,南风 2级,宜春
2022-10-26, 星期三 ,8℃,-6℃,雨夹雪,北风 2级,宜春
2022-10-27, 星期四 ,3℃,-10℃,冻雨,西风 2级,宜春
2022-10-28, 星期五 ,4℃,-9℃,晴,西风 1级,宜春
2022-10-29, 星期六 ,6℃,-10℃,晴,西南风 1级,宜春
2022-10-30, 星期日 ,8℃,-2℃,晴,东南风 1级,宜春
2022-10-31, 星期一 ,3℃,-3℃,雨夹雪,东南风 2级,宜春
2022-11-01, 星期二 ,1℃,-8℃,多云,西风 3级,宜春
2022-11-02, 星期三 ,-2℃,-7℃,多云,西南风 2级,宜春
2022-11-03, 星期四 ,-1℃,-9℃,晴,西风 4级,宜春
2022-11-04, 星期五 ,0℃,-7℃,晴,西风 2级,宜春
2022-11-05, 星期六 ,2℃,-8℃,多云,西风 1级,宜春
2022-11-06, 星期日 ,3℃,-6℃,多云,西风 3级,宜春
2022-11-07, 星期一 ,5℃,-5℃,多云,西风 2级,宜春
2022-11-08, 星期二 ,6℃,-4℃,多云,东风 2级,宜春
2022-11-09, 星期三 ,5℃,-7℃,多云,西风 4级,宜春
2022-11-10, 星期四 ,3℃,-6℃,多云,西风 2级,宜春
2022-11-11, 星期五 ,3℃,-5℃,小雨,西北风 3级,宜春
2022-11-12, 星期六 ,-2℃,-9℃,多云,北风 2级,宜春
2022-11-13, 星期日 ,-1℃,-12℃,晴,西风 2级,宜春
2022-11-14, 星期一 ,0℃,-9℃,多云,东风 2级,宜春
2022-11-15, 星期二 ,-2℃,-9℃,多云,西风 2级,宜春
2022-11-16, 星期三 ,-1℃,-10℃,多云,西北风 2级,宜春
2022-11-17, 星期四 ,1℃,-4℃,多云,东风 2级,宜春
2022-11-18, 星期五 ,1℃,-8℃,多云,东风 1级,宜春
2022-11-19, 星期六 ,2℃,-6℃,冻雨,东南风 2级,宜春
2022-11-20, 星期日 ,0℃,-13℃,晴,西风 1级,宜春
2022-11-21, 星期一 ,-4℃,-13℃,晴,西南风 2级,宜春
2022-11-22, 星期二 ,-5℃,-15℃,晴,西南风 1级,宜春
2022-11-23, 星期三 ,-7℃,-17℃,冻雨,西南风 1级,宜春
2022-11-24, 星期四 ,-5℃,-7℃,雾,东风 2级,宜春
2022-11-25, 星期五 ,-3℃,-10℃,小雪,东南风 2级,宜春
2022-11-26, 星期六 ,-10℃,-18℃,多云,西风 3级,宜春
2022-11-27, 星期日 ,-9℃,-17℃,多云,东北风 1级,宜春
2022-11-28, 星期一 ,-11℃,-16℃,雾,东风 0级,宜春
2022-11-29, 星期二 ,-13℃,-25℃,多云,西风 3级,宜春
2022-11-30, 星期三 ,-17℃,-26℃,阴,西风 3级,宜春
2022-11-01, 星期二 ,1℃,-8℃,多云,西风 3级,宜春
2022-11-02, 星期三 ,-2℃,-7℃,多云,西南风 2级,宜春
2022-11-03, 星期四 ,-1℃,-9℃,晴,西风 4级,宜春
2022-11-04, 星期五 ,0℃,-7℃,晴,西风 2级,宜春
2022-11-05, 星期六 ,2℃,-8℃,多云,西风 1级,宜春
2022-11-06, 星期日 ,3℃,-6℃,多云,西风 3级,宜春
2022-11-07, 星期一 ,5℃,-5℃,多云,西风 2级,宜春
2022-11-08, 星期二 ,6℃,-4℃,多云,东风 2级,宜春
2022-11-09, 星期三 ,5℃,-7℃,多云,西风 4级,宜春
2022-11-10, 星期四 ,3℃,-6℃,多云,西风 2级,宜春
2022-11-11, 星期五 ,3℃,-5℃,小雨,西北风 3级,宜春
2022-11-12, 星期六 ,-2℃,-9℃,多云,北风 2级,宜春
2022-11-13, 星期日 ,-1℃,-12℃,晴,西风 2级,宜春
2022-11-14, 星期一 ,0℃,-9℃,多云,东风 2级,宜春
2022-11-15, 星期二 ,-2℃,-9℃,多云,西风 2级,宜春
2022-11-16, 星期三 ,-1℃,-10℃,多云,西北风 2级,宜春
2022-11-17, 星期四 ,1℃,-4℃,多云,东风 2级,宜春
2022-11-18, 星期五 ,1℃,-8℃,多云,东风 1级,宜春
2022-11-19, 星期六 ,2℃,-6℃,冻雨,东南风 2级,宜春
2022-11-20, 星期日 ,0℃,-13℃,晴,西风 1级,宜春
2022-11-21, 星期一 ,-4℃,-13℃,晴,西南风 2级,宜春
2022-11-22, 星期二 ,-5℃,-15℃,晴,西南风 1级,宜春
2022-11-23, 星期三 ,-7℃,-17℃,冻雨,西南风 1级,宜春
2022-11-24, 星期四 ,-5℃,-7℃,雾,东风 2级,宜春
2022-11-25, 星期五 ,-3℃,-10℃,小雪,东南风 2级,宜春
2022-11-26, 星期六 ,-10℃,-18℃,多云,西风 3级,宜春
2022-11-27, 星期日 ,-9℃,-17℃,多云,东北风 1级,宜春
2022-11-28, 星期一 ,-11℃,-16℃,雾,东风 0级,宜春
2022-11-29, 星期二 ,-13℃,-25℃,多云,西风 3级,宜春
2022-11-30, 星期三 ,-17℃,-26℃,阴,西风 3级,宜春
2022-01-01, 星期六 ,-4℃,-17℃,阴到小雪,北风 3级,吉安
2022-01-02, 星期日 ,-7℃,-15℃,晴,东南风 1级,吉安
2022-01-03, 星期一 ,-4℃,-18℃,多云,西南风 1级,吉安
2022-01-04, 星期二 ,-4℃,-18℃,晴,西南风 2级,吉安
2022-01-05, 星期三 ,-6℃,-19℃,晴,北风 1级,吉安
2022-01-06, 星期四 ,-5℃,-20℃,晴,北风 2级,吉安
2022-01-07, 星期五 ,-3℃,-16℃,晴,南风 1级,吉安
2022-01-08, 星期六 ,-5℃,-16℃,多云,南风 1级,吉安
2022-01-09, 星期日 ,-2℃,-15℃,多云,北风 1级,吉安
2022-01-10, 星期一 ,-3℃,-20℃,多云,西北风 3级,吉安
2022-01-11, 星期二 ,-10℃,-22℃,晴,北风 3级,吉安
2022-01-12, 星期三 ,-9℃,-22℃,阴,北风 2级,吉安
2022-01-13, 星期四 ,-9℃,-19℃,晴,北风 2级,吉安
2022-01-14, 星期五 ,-4℃,-14℃,多云,北风 2级,吉安
2022-01-15, 星期六 ,-1℃,-15℃,小雪,北风 1级,吉安
2022-01-16, 星期日 ,-6℃,-18℃,晴,北风 3级,吉安
2022-01-17, 星期一 ,-8℃,-19℃,多云,东北风 1级,吉安
2022-01-18, 星期二 ,-7℃,-16℃,阴,西风 1级,吉安
2022-01-19, 星期三 ,-8℃,-13℃,晴,北风 2级,吉安
2022-01-20, 星期四 ,-5℃,-16℃,晴,北风 1级,吉安
2022-01-21, 星期五 ,-3℃,-15℃,晴,东北风 2级,吉安
2022-01-22, 星期六 ,-3℃,-13℃,小雪,西风 1级,吉安
2022-01-23, 星期日 ,1℃,-13℃,晴,北风 2级,吉安
2022-01-24, 星期一 ,1℃,-12℃,多云,东北风 2级,吉安
2022-01-25, 星期二 ,1℃,-8℃,多云,西南风 1级,吉安
2022-01-26, 星期三 ,-4℃,-15℃,多云,北风 1级,吉安
2022-01-27, 星期四 ,-4℃,-13℃,多云,北风 1级,吉安
2022-01-28, 星期五 ,-4℃,-13℃,晴,西南风 2级,吉安
2022-01-29, 星期六 ,-5℃,-15℃,晴,北风 2级,吉安
2022-01-30, 星期日 ,-3℃,-15℃,霾,东北风 3级,吉安
2022-01-31, 星期一 ,0℃,-14℃,多云,东北风 1级,吉安
2022-02-01, 星期二 ,0℃,-18℃,多云,北风 2级,吉安
2022-02-02, 星期三 ,-3℃,-17℃,多云,北风 1级,吉安
2022-02-03, 星期四 ,-3℃,-18℃,多云,北风 2级,吉安
2022-02-04, 星期五 ,-6℃,-19℃,多云,西北风 2级,吉安
2022-02-05, 星期六 ,-6℃,-17℃,多云,西风 1级,吉安
2022-02-06, 星期日 ,-3℃,-16℃,多云,北风 1级,吉安
2022-02-07, 星期一 ,0℃,-16℃,多云,西南风 1级,吉安
2022-02-08, 星期二 ,1℃,-14℃,多云,东北风 2级,吉安
2022-02-09, 星期三 ,3℃,-12℃,多云,东北风 5级,吉安
2022-02-10, 星期四 ,4℃,-10℃,多云,东北风 1级,吉安
2022-02-11, 星期五 ,2℃,-13℃,多云,北风 2级,吉安
2022-02-12, 星期六 ,0℃,-11℃,多云,北风 2级,吉安
2022-02-13, 星期日 ,1℃,-9℃,多云,东北风 2级,吉安
2022-02-14, 星期一 ,-2℃,-19℃,大雪,西北风 3级,吉安
2022-02-15, 星期二 ,-8℃,-22℃,多云,北风 2级,吉安
2022-02-16, 星期三 ,-9℃,-19℃,多云,北风 1级,吉安
2022-02-17, 星期四 ,-4℃,-14℃,多云,东北风 1级,吉安
2022-02-18, 星期五 ,-5℃,-14℃,小雪,西南风 1级,吉安
2022-02-19, 星期六 ,-2℃,-17℃,阴,北风 3级,吉安
2022-02-20, 星期日 ,-5℃,-16℃,多云,西风 2级,吉安
2022-02-21, 星期一 ,-3℃,-16℃,阴,东南风 4级,吉安
2022-02-22, 星期二 ,-8℃,-17℃,多云,北风 2级,吉安
2022-02-23, 星期三 ,-5℃,-17℃,多云,北风 2级,吉安
2022-02-24, 星期四 ,0℃,-12℃,多云,东北风 3级,吉安
2022-02-25, 星期五 ,5℃,-6℃,多云,南风 1级,吉安
2022-02-26, 星期六 ,4℃,-11℃,雨夹雪,西北风 2级,吉安
2022-02-27, 星期日 ,7℃,-6℃,多云,北风 2级,吉安
2022-02-28, 星期一 ,5℃,-5℃,阴,东南风 2级,吉安
2022-03-01, 星期二 ,5℃,-9℃,阴到小雪,东南风 1级,吉安
2022-03-02, 星期三 ,7℃,-10℃,多云,西北风 2级,吉安
2022-03-03, 星期四 ,6℃,-5℃,晴,东北风 1级,吉安
2022-03-04, 星期五 ,1℃,-7℃,阴到小雪,东风 2级,吉安
2022-03-05, 星期六 ,2℃,-9℃,多云,西风 1级,吉安
2022-03-06, 星期日 ,5℃,-7℃,晴,东北风 2级,吉安
2022-03-07, 星期一 ,9℃,-9℃,多云,东风 2级,吉安
2022-03-08, 星期二 ,12℃,-4℃,晴,东北风 2级,吉安
2022-03-09, 星期三 ,12℃,-1℃,多云,东风 3级,吉安
2022-03-10, 星期四 ,12℃,-1℃,阴,南风 2级,吉安
2022-03-11, 星期五 ,14℃,-3℃,晴,西风 1级,吉安
2022-03-12, 星期六 ,9℃,1℃,小雨,东南风 1级,吉安
2022-03-13, 星期日 ,13℃,0℃,多云,北风 2级,吉安
2022-03-14, 星期一 ,4℃,-4℃,小雪,西风 1级,吉安
2022-03-15, 星期二 ,7℃,-1℃,阴,东风 1级,吉安
2022-03-16, 星期三 ,6℃,-9℃,多云,西北风 2级,吉安
2022-03-17, 星期四 ,7℃,-6℃,阴,东北风 3级,吉安
2022-03-18, 星期五 ,5℃,-2℃,多云,西北风 1级,吉安
2022-03-19, 星期六 ,4℃,-7℃,多云,西北风 2级,吉安
2022-03-20, 星期日 ,6℃,-5℃,晴,西北风 2级,吉安
2022-03-21, 星期一 ,8℃,-5℃,小雨,东风 2级,吉安
2022-03-22, 星期二 ,8℃,-2℃,多云,东南风 3级,吉安
2022-03-23, 星期三 ,5℃,-1℃,阴到小雪,南风 1级,吉安
2022-03-24, 星期四 ,13℃,4℃,阴,南风 2级,吉安
2022-03-25, 星期五 ,12℃,4℃,小雨,南风 2级,吉安
2022-03-26, 星期六 ,11℃,2℃,多云,北风 1级,吉安
2022-03-27, 星期日 ,7℃,-4℃,晴,西南风 2级,吉安
2022-03-28, 星期一 ,8℃,3℃,晴,西南风 2级,吉安
2022-03-29, 星期二 ,12℃,-1℃,多云,南风 1级,吉安
2022-03-30, 星期三 ,9℃,-2℃,多云,西北风 1级,吉安
2022-03-31, 星期四 ,11℃,-5℃,晴,北风 2级,吉安
2022-04-01, 星期五 ,12℃,-3℃,晴,北风 2级,吉安
2022-04-02, 星期六 ,13℃,-3℃,晴,西南风 1级,吉安
2022-04-03, 星期日 ,16℃,-1℃,晴,东南风 2级,吉安
2022-04-04, 星期一 ,17℃,3℃,晴,西南风 4级,吉安
2022-04-05, 星期二 ,15℃,-1℃,多云,西南风 3级,吉安
2022-04-06, 星期三 ,8℃,-2℃,多云,东南风 3级,吉安
2022-04-07, 星期四 ,12℃,-1℃,多云,南风 2级,吉安
2022-04-08, 星期五 ,19℃,7℃,多云,南风 1级,吉安
2022-04-09, 星期六 ,20℃,7℃,多云,南风 1级,吉安
2022-04-10, 星期日 ,24℃,8℃,晴,西南风 3级,吉安
2022-04-11, 星期一 ,24℃,8℃,阴,西南风 2级,吉安
2022-04-12, 星期二 ,14℃,3℃,多云,北风 3级,吉安
2022-04-13, 星期三 ,19℃,2℃,阴,北风 3级,吉安
2022-04-14, 星期四 ,18℃,2℃,多云,北风 2级,吉安
2022-04-15, 星期五 ,16℃,4℃,晴,北风 2级,吉安
2022-04-16, 星期六 ,20℃,2℃,晴,西北风 2级,吉安
2022-04-17, 星期日 ,20℃,6℃,阴,西南风 3级,吉安
2022-04-18, 星期一 ,18℃,4℃,晴,北风 2级,吉安
2022-04-19, 星期二 ,23℃,6℃,晴,南风 2级,吉安
2022-04-20, 星期三 ,24℃,8℃,晴,西南风 4级,吉安
2022-04-21, 星期四 ,19℃,10℃,阴,西南风 4级,吉安
2022-04-22, 星期五 ,16℃,4℃,晴,北风 2级,吉安
2022-04-23, 星期六 ,23℃,4℃,晴,东风 3级,吉安
2022-04-24, 星期日 ,23℃,8℃,晴,东风 2级,吉安
2022-04-25, 星期一 ,24℃,9℃,阴,南风 1级,吉安
2022-04-26, 星期二 ,19℃,3℃,晴,西北风 2级,吉安
2022-04-27, 星期三 ,18℃,5℃,多云,北风 2级,吉安
2022-04-28, 星期四 ,14℃,4℃,多云,东北风 2级,吉安
2022-04-29, 星期五 ,21℃,7℃,多云,西南风 2级,吉安
2022-04-30, 星期六 ,15℃,2℃,多云,北风 2级,吉安
2022-05-01, 星期日 ,13℃,2℃,多云,西南风 2级,吉安
2022-05-02, 星期一 ,17℃,4℃,多云,西风 2级,吉安
2022-05-03, 星期二 ,21℃,8℃,晴,西南风 3级,吉安
2022-05-04, 星期三 ,25℃,11℃,多云,南风 1级,吉安
2022-05-05, 星期四 ,25℃,11℃,多云,南风 1级,吉安
2022-05-06, 星期五 ,15℃,5℃,多云,东北风 2级,吉安
2022-05-07, 星期六 ,27℃,16℃,晴,北风 3级,吉安
2022-05-08, 星期日 ,20℃,3℃,晴,西风 1级,吉安
2022-05-09, 星期一 ,24℃,7℃,晴,南风 2级,吉安
2022-05-10, 星期二 ,24℃,12℃,阴,西南风 3级,吉安
2022-05-11, 星期三 ,19℃,9℃,多云,西北风 1级,吉安
2022-05-12, 星期四 ,19℃,7℃,多云,西南风 2级,吉安
2022-05-13, 星期五 ,19℃,4℃,多云,西风 2级,吉安
2022-05-14, 星期六 ,15℃,3℃,多云,西北风 2级,吉安
2022-05-15, 星期日 ,20℃,6℃,多云,东南风 1级,吉安
2022-05-16, 星期一 ,20℃,6℃,多云,东南风 1级,吉安
2022-05-17, 星期二 ,24℃,9℃,晴,南风 2级,吉安
2022-05-18, 星期三 ,20℃,8℃,多云,东风 2级,吉安
2022-05-19, 星期四 ,26℃,11℃,小雨,西风 2级,吉安
2022-05-20, 星期五 ,27℃,11℃,晴,南风 2级,吉安
2022-05-21, 星期六 ,27℃,12℃,多云,东风 1级,吉安
2022-05-22, 星期日 ,27℃,17℃,多云,南风 2级,吉安
2022-05-23, 星期一 ,29℃,14℃,多云,西南风 1级,吉安
2022-05-24, 星期二 ,29℃,14℃,多云,西南风 4级,吉安
2022-05-25, 星期三 ,21℃,10℃,小雨,西北风 2级,吉安
2022-05-26, 星期四 ,15℃,10℃,小雨,东风 1级,吉安
2022-05-27, 星期五 ,20℃,9℃,晴,南风 1级,吉安
2022-05-28, 星期六 ,24℃,13℃,多云,西南风 2级,吉安
2022-05-29, 星期日 ,27℃,15℃,多云,西南风 2级,吉安
2022-05-30, 星期一 ,20℃,9℃,多云,南风 2级,吉安
2022-05-31, 星期二 ,24℃,12℃,阴,西南风 2级,吉安
2022-06-01, 星期三 ,24℃,11℃,小雨,西风 3级,吉安
2022-06-02, 星期四 ,26℃,12℃,多云,西北风 2级,吉安
2022-06-03, 星期五 ,28℃,14℃,多云,西南风 1级,吉安
2022-06-04, 星期六 ,24℃,15℃,阴,南风 1级,吉安
2022-06-05, 星期日 ,22℃,13℃,阴到小雨,西南风 1级,吉安
2022-06-06, 星期一 ,21℃,12℃,多云,东南风 1级,吉安
2022-06-07, 星期二 ,18℃,12℃,多云,东风 1级,吉安
2022-06-08, 星期三 ,20℃,12℃,小雨到中雨,西风 2级,吉安
2022-06-09, 星期四 ,35℃,24℃,多云,西北风 2级,吉安
2022-06-10, 星期五 ,24℃,14℃,小雨,西南风 2级,吉安
2022-06-11, 星期六 ,26℃,15℃,多云,东风 2级,吉安
2022-06-12, 星期日 ,26℃,14℃,阴,东风 1级,吉安
2022-06-13, 星期一 ,24℃,14℃,多云,东风 2级,吉安
2022-06-14, 星期二 ,25℃,14℃,多云,西南风 3级,吉安
2022-06-15, 星期三 ,23℃,12℃,多云,西风 1级,吉安
2022-06-16, 星期四 ,25℃,15℃,多云,南风 1级,吉安
2022-06-17, 星期五 ,26℃,16℃,多云,西南风 2级,吉安
2022-06-18, 星期六 ,28℃,18℃,阴,西风 3级,吉安
2022-06-19, 星期日 ,29℃,16℃,多云,东南风 2级,吉安
2022-06-20, 星期一 ,31℃,19℃,多云,南风 1级,吉安
2022-06-21, 星期二 ,29℃,20℃,阴,西南风 1级,吉安
2022-06-22, 星期三 ,28℃,18℃,小雨,东南风 1级,吉安
2022-06-23, 星期四 ,23℃,17℃,阴,西风 0级,吉安
2022-06-24, 星期五 ,24℃,17℃,小雨,西风 2级,吉安
2022-06-25, 星期六 ,29℃,18℃,小雨,南风 2级,吉安
2022-06-26, 星期日 ,34℃,24℃,多云,西南风 2级,吉安
2022-06-27, 星期一 ,26℃,20℃,中雨,东风 1级,吉安
2022-06-28, 星期二 ,27℃,19℃,小雨到中雨,南风 1级,吉安
2022-06-29, 星期三 ,28℃,20℃,多云,南风 1级,吉安
2022-06-30, 星期四 ,30℃,18℃,中雨到大雨,东南风 1级,吉安
2022-07-01, 星期五 ,32℃,24℃,多云,东南风 2级,吉安
2022-07-02, 星期六 ,30℃,20℃,多云,南风 1级,吉安
2022-07-03, 星期日 ,30℃,20℃,多云,西南风 2级,吉安
2022-07-04, 星期一 ,28℃,20℃,多云,西南风 2级,吉安
2022-07-05, 星期二 ,31℃,21℃,小雨,西南风 2级,吉安
2022-07-06, 星期三 ,32℃,18℃,小雨到中雨,东风 2级,吉安
2022-07-07, 星期四 ,26℃,21℃,小雨到大雨,东南风 1级,吉安
2022-07-08, 星期五 ,32℃,22℃,多云,东南风 1级,吉安
2022-07-09, 星期六 ,32℃,20℃,小雨到中雨,西风 4级,吉安
2022-07-10, 星期日 ,30℃,19℃,小雨到中雨,东北风 1级,吉安
2022-07-11, 星期一 ,30℃,21℃,多云,东风 2级,吉安
2022-07-12, 星期二 ,31℃,21℃,多云,西南风 2级,吉安
2022-07-13, 星期三 ,16℃,12℃,阴,东风 2级,吉安
2022-07-14, 星期四 ,27℃,18℃,晴,西风 2级,吉安
2022-07-15, 星期五 ,24℃,18℃,多云,东风 2级,吉安
2022-07-16, 星期六 ,28℃,18℃,阴,西北风 1级,吉安
2022-07-17, 星期日 ,25℃,19℃,小雨到中雨,南风 1级,吉安
2022-07-18, 星期一 ,27℃,18℃,晴,东风 1级,吉安
2022-07-19, 星期二 ,29℃,19℃,多云,西南风 1级,吉安
2022-07-20, 星期三 ,30℃,21℃,小雨,西南风 2级,吉安
2022-07-21, 星期四 ,26℃,19℃,小雨,北风 1级,吉安
2022-07-22, 星期五 ,32℃,20℃,多云,北风 1级,吉安
2022-07-23, 星期六 ,26℃,19℃,阴,东风 1级,吉安
2022-07-24, 星期日 ,27℃,19℃,多云,东风 2级,吉安
2022-07-25, 星期一 ,30℃,20℃,多云,南风 1级,吉安
2022-07-26, 星期二 ,32℃,22℃,多云,西南风 2级,吉安
2022-07-27, 星期三 ,29℃,21℃,晴,西风 2级,吉安
2022-07-28, 星期四 ,33℃,19℃,多云,东南风 1级,吉安
2022-07-29, 星期五 ,30℃,22℃,多云,西南风 2级,吉安
2022-07-30, 星期六 ,30℃,21℃,多云,西北风 1级,吉安
2022-07-31, 星期日 ,29℃,22℃,阴,东南风 2级,吉安
2022-08-01, 星期一 ,33℃,23℃,多云,东风 2级,吉安
2022-08-02, 星期二 ,35℃,23℃,多云,西南风 1级,吉安
2022-08-03, 星期三 ,30℃,22℃,大雨,东南风 1级,吉安
2022-08-04, 星期四 ,31℃,23℃,多云,南风 3级,吉安
2022-08-05, 星期五 ,28℃,23℃,雾,南风 1级,吉安
2022-08-06, 星期六 ,33℃,21℃,雾,东风 1级,吉安
2022-08-07, 星期日 ,26℃,22℃,大雨,南风 1级,吉安
2022-08-08, 星期一 ,30℃,18℃,多云,北风 2级,吉安
2022-08-09, 星期二 ,24℃,15℃,多云,西南风 1级,吉安
2022-08-10, 星期三 ,29℃,18℃,雾,南风 1级,吉安
2022-08-11, 星期四 ,31℃,17℃,雾,西风 2级,吉安
2022-08-12, 星期五 ,30℃,18℃,小雨,南风 4级,吉安
2022-08-13, 星期六 ,29℃,18℃,多云,东北风 1级,吉安
2022-08-14, 星期日 ,28℃,18℃,多云,东风 2级,吉安
2022-08-15, 星期一 ,24℃,18℃,大暴雨,西风 2级,吉安
2022-08-16, 星期二 ,29℃,17℃,雾,西北风 1级,吉安
2022-08-17, 星期三 ,29℃,17℃,多云,东南风 3级,吉安
2022-08-18, 星期四 ,29℃,20℃,雾,东风 2级,吉安
2022-08-19, 星期五 ,22℃,16℃,中雨,东风 1级,吉安
2022-08-20, 星期六 ,27℃,16℃,雾,北风 2级,吉安
2022-08-21, 星期日 ,30℃,18℃,多云,西南风 1级,吉安
2022-08-22, 星期一 ,20℃,14℃,中雨,南风 2级,吉安
2022-08-23, 星期二 ,26℃,13℃,雾,东北风 3级,吉安
2022-08-24, 星期三 ,27℃,14℃,晴,东北风 3级,吉安
2022-08-25, 星期四 ,26℃,11℃,多云,北风 3级,吉安
2022-08-26, 星期五 ,25℃,9℃,多云,东北风 3级,吉安
2022-08-27, 星期六 ,20℃,11℃,多云,东南风 1级,吉安
2022-08-28, 星期日 ,24℃,15℃,多云,东北风 2级,吉安
2022-08-29, 星期一 ,20℃,14℃,多云,东风 2级,吉安
2022-08-30, 星期二 ,26℃,15℃,雾,西北风 2级,吉安
2022-08-31, 星期三 ,28℃,14℃,晴,西北风 1级,吉安
2022-09-01, 星期四 ,26℃,11℃,雾,东北风 2级,吉安
2022-09-02, 星期五 ,28℃,13℃,晴,东北风 2级,吉安
2022-09-03, 星期六 ,28℃,14℃,多云,西风 2级,吉安
2022-09-04, 星期日 ,18℃,14℃,暴雨,西北风 1级,吉安
2022-09-05, 星期一 ,20℃,14℃,多云,北风 1级,吉安
2022-09-06, 星期二 ,24℃,10℃,多云,南风 2级,吉安
2022-09-07, 星期三 ,25℃,11℃,晴,南风 2级,吉安
2022-09-08, 星期四 ,27℃,14℃,晴,东风 2级,吉安
2022-09-09, 星期五 ,30℃,16℃,晴,东北风 1级,吉安
2022-09-10, 星期六 ,28℃,17℃,多云,东风 1级,吉安
2022-09-11, 星期日 ,29℃,16℃,多云,东南风 2级,吉安
2022-09-12, 星期一 ,28℃,15℃,雾,东风 1级,吉安
2022-09-13, 星期二 ,28℃,17℃,多云,北风 3级,吉安
2022-09-14, 星期三 ,22℃,16℃,小雨,东北风 1级,吉安
2022-09-15, 星期四 ,22℃,15℃,小雨,东风 1级,吉安
2022-09-16, 星期五 ,21℃,18℃,大雨,东南风 1级,吉安
2022-09-17, 星期六 ,26℃,16℃,雾,西南风 1级,吉安
2022-09-18, 星期日 ,27℃,11℃,多云,西北风 3级,吉安
2022-09-19, 星期一 ,20℃,4℃,多云,北风 3级,吉安
2022-09-20, 星期二 ,18℃,6℃,晴,东风 1级,吉安
2022-09-21, 星期三 ,21℃,9℃,雾,南风 3级,吉安
2022-09-22, 星期四 ,23℃,7℃,雾,东风 2级,吉安
2022-09-23, 星期五 ,12℃,4℃,大雨,南风 1级,吉安
